USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root          6648     2       0      0 0                   0 S [kworker/6:1]
root          6718     2       0      0 0                   0 S [kworker/7:0]
root          6761     2       0      0 0                   0 S [kworker/4:2]
root          6806     2       0      0 0                   0 S [kworker/0:2]
root          7290     2       0      0 0                   0 S [kworker/2:0]
root          7293     2       0      0 0                   0 S [kworker/7:1]
u0_a6         7346   531 4224784  42568 0                   0 S com.huawei.numberidentity
system        7695   531 4458200  80080 0                   0 S com.huawei.systemmanager:security_scan
root          7715     2       0      0 0                   0 S [kworker/3:1]
root          7724     2       0      0 0                   0 S [kworker/5:1]
u0_a6         7798   531 4255160  67328 0                   0 S com.android.contacts
u0_a6         7828   531 4244288  54620 0                   0 S android.process.acore
root          7851     2       0      0 0                   0 S [kworker/6:2]
root          8462     2       0      0 0                   0 S [kworker/5:0]
root          8667     2       0      0 0                   0 S [kworker/3:0]
u0_a55        8820   531 4252028  63220 0                   0 S com.huawei.hwid.container3
root          8984     2       0      0 0                   0 S [kworker/u16:10]
u0_a55        9213   531 4272968  69076 0                   0 S com.huawei.hwid.container1
u0_a55        9704   531 4261396  55964 0                   0 S com.huawei.hwid.container4
root         10458     2       0      0 0                   0 S [kworker/u16:2]
root         10573     2       0      0 0                   0 S [kworker/u16:1]
shell        10595  4934   11572   2488 __skb_wait_for_more_packets 0 S logcat
root         10615     2       0      0 0                   0 S [kworker/1:0]
root         10645     2       0      0 0                   0 S [kworker/u16:0]
root         10646     2       0      0 0                   0 S [kworker/u16:3]
root         10675     2       0      0 0                   0 S [kworker/1:1]
root         10728     2       0      0 0                   0 S [kworker/5:2]
shell        10807  4934   12092   2268 0                   0 R ps
root         20420     2       0      0 0                   0 S [kbase_event]
system       21737   531 4335712  78552 0                   0 S com.android.settings
system       22049   531 4261648  68200 0                   0 S com.huawei.recsys
u0_a55       28983   531 4242552  50216 0                   0 S com.huawei.hwid.container11
root         31622     2       0      0 0                   0 S [kworker/2:2]
u0_a11       32212   531 4238448  54980 0                   0 S android.process.media
u0_a13       32255   531 4236988  49904 0                   0 S com.android.calendar
