module_id,question_context,playback_url
1007647,张师傅上午生产了70个零件，下午又生产了60个同样的零件。照这样计算，张师傅5天能生产多少个零件？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007647&question=%E5%BC%A0%E5%B8%88%E5%82%85%E4%B8%8A%E5%8D%88%E7%94%9F%E4%BA%A7%E4%BA%8670%E4%B8%AA%E9%9B%B6%E4%BB%B6%EF%BC%8C%E4%B8%8B%E5%8D%88%E5%8F%88%E7%94%9F%E4%BA%A7%E4%BA%8660%E4%B8%AA%E5%90%8C%E6%A0%B7%E7%9A%84%E9%9B%B6%E4%BB%B6%E3%80%82%E7%85%A7%E8%BF%99%E6%A0%B7%E8%AE%A1%E7%AE%97%EF%BC%8C%E5%BC%A0%E5%B8%88%E5%82%855%E5%A4%A9%E8%83%BD%E7%94%9F%E4%BA%A7%E5%A4%9A%E5%B0%91%E4%B8%AA%E9%9B%B6%E4%BB%B6%EF%BC%9F
1007648,"2016年有52个星期零2天,这一年有多少天？",https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007648&question=2016%E5%B9%B4%E6%9C%8952%E4%B8%AA%E6%98%9F%E6%9C%9F%E9%9B%B62%E5%A4%A9%2C%E8%BF%99%E4%B8%80%E5%B9%B4%E6%9C%89%E5%A4%9A%E5%B0%91%E5%A4%A9%EF%BC%9F
1007649,育才学校四年级14名老师和326名学生去参观科技馆，每辆客车限坐40人，至少需要多少辆这样的客车？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007649&question=%E8%82%B2%E6%89%8D%E5%AD%A6%E6%A0%A1%E5%9B%9B%E5%B9%B4%E7%BA%A714%E5%90%8D%E8%80%81%E5%B8%88%E5%92%8C326%E5%90%8D%E5%AD%A6%E7%94%9F%E5%8E%BB%E5%8F%82%E8%A7%82%E7%A7%91%E6%8A%80%E9%A6%86%EF%BC%8C%E6%AF%8F%E8%BE%86%E5%AE%A2%E8%BD%A6%E9%99%90%E5%9D%9040%E4%BA%BA%EF%BC%8C%E8%87%B3%E5%B0%91%E9%9C%80%E8%A6%81%E5%A4%9A%E5%B0%91%E8%BE%86%E8%BF%99%E6%A0%B7%E7%9A%84%E5%AE%A2%E8%BD%A6%EF%BC%9F
1007650,某粮食仓库上午运出大米340袋，下午运出560袋，如果每袋大米重50千克。这天一共运出大米多少千克？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007650&question=%E6%9F%90%E7%B2%AE%E9%A3%9F%E4%BB%93%E5%BA%93%E4%B8%8A%E5%8D%88%E8%BF%90%E5%87%BA%E5%A4%A7%E7%B1%B3340%E8%A2%8B%EF%BC%8C%E4%B8%8B%E5%8D%88%E8%BF%90%E5%87%BA560%E8%A2%8B%EF%BC%8C%E5%A6%82%E6%9E%9C%E6%AF%8F%E8%A2%8B%E5%A4%A7%E7%B1%B3%E9%87%8D50%E5%8D%83%E5%85%8B%E3%80%82%E8%BF%99%E5%A4%A9%E4%B8%80%E5%85%B1%E8%BF%90%E5%87%BA%E5%A4%A7%E7%B1%B3%E5%A4%9A%E5%B0%91%E5%8D%83%E5%85%8B%EF%BC%9F
1007651,王老师每批改一篇作文先看6分钟，后写评语3分钟，45位同学的作文全部批改完，他一共要花几小时几分钟？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007651&question=%E7%8E%8B%E8%80%81%E5%B8%88%E6%AF%8F%E6%89%B9%E6%94%B9%E4%B8%80%E7%AF%87%E4%BD%9C%E6%96%87%E5%85%88%E7%9C%8B6%E5%88%86%E9%92%9F%EF%BC%8C%E5%90%8E%E5%86%99%E8%AF%84%E8%AF%AD3%E5%88%86%E9%92%9F%EF%BC%8C45%E4%BD%8D%E5%90%8C%E5%AD%A6%E7%9A%84%E4%BD%9C%E6%96%87%E5%85%A8%E9%83%A8%E6%89%B9%E6%94%B9%E5%AE%8C%EF%BC%8C%E4%BB%96%E4%B8%80%E5%85%B1%E8%A6%81%E8%8A%B1%E5%87%A0%E5%B0%8F%E6%97%B6%E5%87%A0%E5%88%86%E9%92%9F%EF%BC%9F
1007656,学校庆祝“六一”儿童节，每个班需要做45朵花，共有18个班，已经做了360朵，还要做多少朵？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007656&question=%E5%AD%A6%E6%A0%A1%E5%BA%86%E7%A5%9D%E2%80%9C%E5%85%AD%E4%B8%80%E2%80%9D%E5%84%BF%E7%AB%A5%E8%8A%82%EF%BC%8C%E6%AF%8F%E4%B8%AA%E7%8F%AD%E9%9C%80%E8%A6%81%E5%81%9A45%E6%9C%B5%E8%8A%B1%EF%BC%8C%E5%85%B1%E6%9C%8918%E4%B8%AA%E7%8F%AD%EF%BC%8C%E5%B7%B2%E7%BB%8F%E5%81%9A%E4%BA%86360%E6%9C%B5%EF%BC%8C%E8%BF%98%E8%A6%81%E5%81%9A%E5%A4%9A%E5%B0%91%E6%9C%B5%EF%BC%9F
1007657,7名工人8天加工服装2632件，照这样计算，再增加3名工人，1天能加工服装多少件？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007657&question=7%E5%90%8D%E5%B7%A5%E4%BA%BA8%E5%A4%A9%E5%8A%A0%E5%B7%A5%E6%9C%8D%E8%A3%852632%E4%BB%B6%EF%BC%8C%E7%85%A7%E8%BF%99%E6%A0%B7%E8%AE%A1%E7%AE%97%EF%BC%8C%E5%86%8D%E5%A2%9E%E5%8A%A03%E5%90%8D%E5%B7%A5%E4%BA%BA%EF%BC%8C1%E5%A4%A9%E8%83%BD%E5%8A%A0%E5%B7%A5%E6%9C%8D%E8%A3%85%E5%A4%9A%E5%B0%91%E4%BB%B6%EF%BC%9F
1007658,8名园林工人每小时植树32棵，如果再增加这样的4名工人，5小时一共植树多少棵？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007658&question=8%E5%90%8D%E5%9B%AD%E6%9E%97%E5%B7%A5%E4%BA%BA%E6%AF%8F%E5%B0%8F%E6%97%B6%E6%A4%8D%E6%A0%9132%E6%A3%B5%EF%BC%8C%E5%A6%82%E6%9E%9C%E5%86%8D%E5%A2%9E%E5%8A%A0%E8%BF%99%E6%A0%B7%E7%9A%844%E5%90%8D%E5%B7%A5%E4%BA%BA%EF%BC%8C5%E5%B0%8F%E6%97%B6%E4%B8%80%E5%85%B1%E6%A4%8D%E6%A0%91%E5%A4%9A%E5%B0%91%E6%A3%B5%EF%BC%9F
1007663,某水果店运进苹果532千克，卖出439千克后，又运进了450千克，水果店现在还有苹果多少千克？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007663&question=%E6%9F%90%E6%B0%B4%E6%9E%9C%E5%BA%97%E8%BF%90%E8%BF%9B%E8%8B%B9%E6%9E%9C532%E5%8D%83%E5%85%8B%EF%BC%8C%E5%8D%96%E5%87%BA439%E5%8D%83%E5%85%8B%E5%90%8E%EF%BC%8C%E5%8F%88%E8%BF%90%E8%BF%9B%E4%BA%86450%E5%8D%83%E5%85%8B%EF%BC%8C%E6%B0%B4%E6%9E%9C%E5%BA%97%E7%8E%B0%E5%9C%A8%E8%BF%98%E6%9C%89%E8%8B%B9%E6%9E%9C%E5%A4%9A%E5%B0%91%E5%8D%83%E5%85%8B%EF%BC%9F
1007665,同学们进行跳远比赛，东东跳了3.27米；方方比东东多跳0.16米，比强强少跳0.23米，强强跳了多少米？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007665&question=%E5%90%8C%E5%AD%A6%E4%BB%AC%E8%BF%9B%E8%A1%8C%E8%B7%B3%E8%BF%9C%E6%AF%94%E8%B5%9B%EF%BC%8C%E4%B8%9C%E4%B8%9C%E8%B7%B3%E4%BA%863.27%E7%B1%B3%EF%BC%9B%E6%96%B9%E6%96%B9%E6%AF%94%E4%B8%9C%E4%B8%9C%E5%A4%9A%E8%B7%B30.16%E7%B1%B3%EF%BC%8C%E6%AF%94%E5%BC%BA%E5%BC%BA%E5%B0%91%E8%B7%B30.23%E7%B1%B3%EF%BC%8C%E5%BC%BA%E5%BC%BA%E8%B7%B3%E4%BA%86%E5%A4%9A%E5%B0%91%E7%B1%B3%EF%BC%9F
1007666,二（1）班有男生27人，女生21人，有18人没有带跳绳，有多少人带了？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007666&question=%E4%BA%8C%EF%BC%881%EF%BC%89%E7%8F%AD%E6%9C%89%E7%94%B7%E7%94%9F27%E4%BA%BA%EF%BC%8C%E5%A5%B3%E7%94%9F21%E4%BA%BA%EF%BC%8C%E6%9C%8918%E4%BA%BA%E6%B2%A1%E6%9C%89%E5%B8%A6%E8%B7%B3%E7%BB%B3%EF%BC%8C%E6%9C%89%E5%A4%9A%E5%B0%91%E4%BA%BA%E5%B8%A6%E4%BA%86%EF%BC%9F
1007672,40个人采集了900千克茶叶，如果每篮装15千克，还差25个篮子，原来有几个篮子？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007672&question=40%E4%B8%AA%E4%BA%BA%E9%87%87%E9%9B%86%E4%BA%86900%E5%8D%83%E5%85%8B%E8%8C%B6%E5%8F%B6%EF%BC%8C%E5%A6%82%E6%9E%9C%E6%AF%8F%E7%AF%AE%E8%A3%8515%E5%8D%83%E5%85%8B%EF%BC%8C%E8%BF%98%E5%B7%AE25%E4%B8%AA%E7%AF%AE%E5%AD%90%EF%BC%8C%E5%8E%9F%E6%9D%A5%E6%9C%89%E5%87%A0%E4%B8%AA%E7%AF%AE%E5%AD%90%EF%BC%9F
1007674,文文去同学家，如果往返都乘车，要用46分钟；如果他去时乘车，回来时步行，要用78分钟。文文回来步行用多少分钟？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007674&question=%E6%96%87%E6%96%87%E5%8E%BB%E5%90%8C%E5%AD%A6%E5%AE%B6%EF%BC%8C%E5%A6%82%E6%9E%9C%E5%BE%80%E8%BF%94%E9%83%BD%E4%B9%98%E8%BD%A6%EF%BC%8C%E8%A6%81%E7%94%A846%E5%88%86%E9%92%9F%EF%BC%9B%E5%A6%82%E6%9E%9C%E4%BB%96%E5%8E%BB%E6%97%B6%E4%B9%98%E8%BD%A6%EF%BC%8C%E5%9B%9E%E6%9D%A5%E6%97%B6%E6%AD%A5%E8%A1%8C%EF%BC%8C%E8%A6%81%E7%94%A878%E5%88%86%E9%92%9F%E3%80%82%E6%96%87%E6%96%87%E5%9B%9E%E6%9D%A5%E6%AD%A5%E8%A1%8C%E7%94%A8%E5%A4%9A%E5%B0%91%E5%88%86%E9%92%9F%EF%BC%9F
1007675,水果店上午售出苹果10筐，每筐25千克，下午售出同样的苹果15筐，下午比上午多售出苹果多少千克？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007675&question=%E6%B0%B4%E6%9E%9C%E5%BA%97%E4%B8%8A%E5%8D%88%E5%94%AE%E5%87%BA%E8%8B%B9%E6%9E%9C10%E7%AD%90%EF%BC%8C%E6%AF%8F%E7%AD%9025%E5%8D%83%E5%85%8B%EF%BC%8C%E4%B8%8B%E5%8D%88%E5%94%AE%E5%87%BA%E5%90%8C%E6%A0%B7%E7%9A%84%E8%8B%B9%E6%9E%9C15%E7%AD%90%EF%BC%8C%E4%B8%8B%E5%8D%88%E6%AF%94%E4%B8%8A%E5%8D%88%E5%A4%9A%E5%94%AE%E5%87%BA%E8%8B%B9%E6%9E%9C%E5%A4%9A%E5%B0%91%E5%8D%83%E5%85%8B%EF%BC%9F
1007677,打印室一共有900张白纸，印语文、数学练习题各用了365张，还剩下多少张白纸？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007677&question=%E6%89%93%E5%8D%B0%E5%AE%A4%E4%B8%80%E5%85%B1%E6%9C%89900%E5%BC%A0%E7%99%BD%E7%BA%B8%EF%BC%8C%E5%8D%B0%E8%AF%AD%E6%96%87%E3%80%81%E6%95%B0%E5%AD%A6%E7%BB%83%E4%B9%A0%E9%A2%98%E5%90%84%E7%94%A8%E4%BA%86365%E5%BC%A0%EF%BC%8C%E8%BF%98%E5%89%A9%E4%B8%8B%E5%A4%9A%E5%B0%91%E5%BC%A0%E7%99%BD%E7%BA%B8%EF%BC%9F
1007689,把一根3.7米长的竹竿垂直插入水池中，竹竿插入池底部长0.4米，露出水面的部分长0.8米。池水深多少米？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007689&question=%E6%8A%8A%E4%B8%80%E6%A0%B93.7%E7%B1%B3%E9%95%BF%E7%9A%84%E7%AB%B9%E7%AB%BF%E5%9E%82%E7%9B%B4%E6%8F%92%E5%85%A5%E6%B0%B4%E6%B1%A0%E4%B8%AD%EF%BC%8C%E7%AB%B9%E7%AB%BF%E6%8F%92%E5%85%A5%E6%B1%A0%E5%BA%95%E9%83%A8%E9%95%BF0.4%E7%B1%B3%EF%BC%8C%E9%9C%B2%E5%87%BA%E6%B0%B4%E9%9D%A2%E7%9A%84%E9%83%A8%E5%88%86%E9%95%BF0.8%E7%B1%B3%E3%80%82%E6%B1%A0%E6%B0%B4%E6%B7%B1%E5%A4%9A%E5%B0%91%E7%B1%B3%EF%BC%9F
1007691,16名同学需要8套课桌椅，三年级184名同学需要这样的课桌椅多少套？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007691&question=16%E5%90%8D%E5%90%8C%E5%AD%A6%E9%9C%80%E8%A6%818%E5%A5%97%E8%AF%BE%E6%A1%8C%E6%A4%85%EF%BC%8C%E4%B8%89%E5%B9%B4%E7%BA%A7184%E5%90%8D%E5%90%8C%E5%AD%A6%E9%9C%80%E8%A6%81%E8%BF%99%E6%A0%B7%E7%9A%84%E8%AF%BE%E6%A1%8C%E6%A4%85%E5%A4%9A%E5%B0%91%E5%A5%97%EF%BC%9F
1007693,5瓶酸奶有2升，6瓶牛奶有3升。比较1瓶酸奶和1瓶牛奶，哪瓶多一些？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007693&question=5%E7%93%B6%E9%85%B8%E5%A5%B6%E6%9C%892%E5%8D%87%EF%BC%8C6%E7%93%B6%E7%89%9B%E5%A5%B6%E6%9C%893%E5%8D%87%E3%80%82%E6%AF%94%E8%BE%831%E7%93%B6%E9%85%B8%E5%A5%B6%E5%92%8C1%E7%93%B6%E7%89%9B%E5%A5%B6%EF%BC%8C%E5%93%AA%E7%93%B6%E5%A4%9A%E4%B8%80%E4%BA%9B%EF%BC%9F
（两头都栽）1007705,红星街有80米长的一段路要每16米栽一棵树，需要栽几棵树？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=（两头都栽）1007705&question=%E7%BA%A2%E6%98%9F%E8%A1%97%E6%9C%8980%E7%B1%B3%E9%95%BF%E7%9A%84%E4%B8%80%E6%AE%B5%E8%B7%AF%E8%A6%81%E6%AF%8F16%E7%B1%B3%E6%A0%BD%E4%B8%80%E6%A3%B5%E6%A0%91%EF%BC%8C%E9%9C%80%E8%A6%81%E6%A0%BD%E5%87%A0%E6%A3%B5%E6%A0%91%EF%BC%9F
1007708,试一试：小胖看一本故事书，开始每天看9页，10天正好看完这本书的一半，以后他每天看15页，正好在借期内看完，这本书借期是多少天？,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1007708&question=%E8%AF%95%E4%B8%80%E8%AF%95%EF%BC%9A%E5%B0%8F%E8%83%96%E7%9C%8B%E4%B8%80%E6%9C%AC%E6%95%85%E4%BA%8B%E4%B9%A6%EF%BC%8C%E5%BC%80%E5%A7%8B%E6%AF%8F%E5%A4%A9%E7%9C%8B9%E9%A1%B5%EF%BC%8C10%E5%A4%A9%E6%AD%A3%E5%A5%BD%E7%9C%8B%E5%AE%8C%E8%BF%99%E6%9C%AC%E4%B9%A6%E7%9A%84%E4%B8%80%E5%8D%8A%EF%BC%8C%E4%BB%A5%E5%90%8E%E4%BB%96%E6%AF%8F%E5%A4%A9%E7%9C%8B15%E9%A1%B5%EF%BC%8C%E6%AD%A3%E5%A5%BD%E5%9C%A8%E5%80%9F%E6%9C%9F%E5%86%85%E7%9C%8B%E5%AE%8C%EF%BC%8C%E8%BF%99%E6%9C%AC%E4%B9%A6%E5%80%9F%E6%9C%9F%E6%98%AF%E5%A4%9A%E5%B0%91%E5%A4%A9%EF%BC%9F
